,source,target,Alignment,Energy_Kcal_Mol,Al_Len,Subject_Identity,Query_Identity,PCC.cor,PCC_magnitude,PCC_direction,p_value,GO_BP
13,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;31026 31045,-15.01,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,Tie signaling pathway [GO:0048014]
14,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;31026 31045,-15.01,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,tight junction organization [GO:0120193]
15,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,cell adhesion [GO:0007155]
16,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,epidermis development [GO:0008544]
17,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,gene expression [GO:0010467]
18,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,lymph circulation [GO:0003017]
19,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,lymph vessel development [GO:0001945]
20,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,lymph vessel morphogenesis [GO:0036303]
21,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,Tie signaling pathway [GO:0048014]
22,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;13177 13198,-19.63,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,tight junction organization [GO:0120193]
23,Cluster_11565,FUN_015354,ptg000009l:9136191-9157636;2 20;11735 11759,-14.39,21,66.67%,71.43%,0.716548210804176,0.716548210804176,1,1.99410345996458e-07,lipid catabolic process [GO:0016042]
24,Cluster_11565,FUN_015354,ptg000009l:9136191-9157636;2 19;361 382,-13.75,17,70.59%,82.35%,0.716548210804176,0.716548210804176,1,1.99410345996458e-07,lipid catabolic process [GO:0016042]
25,Cluster_11565,FUN_022874,ptg000017l:959252-969178;2 21;8725 8746,-14.21,19,63.16%,73.68%,0.730455416137724,0.730455416137724,1,8.78178497023733e-08,proteolysis [GO:0006508]
26,Cluster_11565,FUN_038783,ptg000027l:11391264-11392308;2 17;456 476,-18.21,15,80.00%,80.00%,0.822430246130073,0.822430246130073,1,7.57556854149597e-11,adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]
27,Cluster_11565,FUN_038783,ptg000027l:11391264-11392308;2 17;456 476,-18.21,15,80.00%,80.00%,0.822430246130073,0.822430246130073,1,7.57556854149597e-11,neuropeptide signaling pathway [GO:0007218]
28,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,cell migration [GO:0016477]
29,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,cochlea morphogenesis [GO:0090103]
30,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,establishment of planar polarity involved in neural tube closure [GO:0090177]
31,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,inner ear receptor cell stereocilium organization [GO:0060122]
32,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,negative regulation of canonical Wnt signaling pathway [GO:0090090]
33,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,ossification involved in bone remodeling [GO:0043932]
34,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,osteoblast differentiation [GO:0001649]
35,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,osteoblast proliferation [GO:0033687]
36,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,positive regulation of osteoblast differentiation [GO:0045669]
37,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,positive regulation of osteoblast proliferation [GO:0033690]
38,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,positive regulation of protein binding [GO:0032092]
39,Cluster_12081,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.703578486095894,0.703578486095894,1,4.10741922168914e-07,Wnt signaling pathway, planar cell polarity pathway [GO:0060071]
40,Cluster_12081,FUN_016943,ptg000011l:9239516-9264162;2 19;17004 17025,-13.82,18,61.11%,72.22%,0.87371121873146,0.87371121873146,1,1.86981459387071e-13,transposition, DNA-mediated [GO:0006313]
41,Cluster_12081,FUN_016943,ptg000011l:9239516-9264162;2 20;22830 22852,-19.8,20,75.00%,80.00%,0.87371121873146,0.87371121873146,1,1.86981459387071e-13,transposition, DNA-mediated [GO:0006313]
42,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,activation of immune response [GO:0002253]
43,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0002815]
44,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,cellular response to lipopolysaccharide [GO:0071222]
45,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,cellular response to muramyl dipeptide [GO:0071225]
46,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,cellular response to organic cyclic compound [GO:0071407]
47,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,cellular response to peptidoglycan [GO:0071224]
48,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,defense response [GO:0006952]
49,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,defense response to bacterium [GO:0042742]
50,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,defense response to Gram-positive bacterium [GO:0050830]
51,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,detection of bacterium [GO:0016045]
52,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,detection of biotic stimulus [GO:0009595]
53,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,detection of muramyl dipeptide [GO:0032498]
54,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,ERK1 and ERK2 cascade [GO:0070371]
55,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,establishment of localization in cell [GO:0051649]
56,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,I-kappaB kinase/NF-kappaB signaling [GO:0007249]
57,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,inflammatory response [GO:0006954]
58,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,innate immune response [GO:0045087]
59,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,innate immune response in mucosa [GO:0002227]
60,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,intracellular signal transduction [GO:0035556]
61,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,JNK cascade [GO:0007254]
62,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,maintenance of gastrointestinal epithelium [GO:0030277]
63,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,MAPK cascade [GO:0000165]
64,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of inflammatory response to antigenic stimulus [GO:0002862]
65,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of interleukin-12 production [GO:0032695]
66,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of interleukin-18 production [GO:0032701]
67,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of interleukin-2 production [GO:0032703]
68,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of macrophage apoptotic process [GO:2000110]
69,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of macrophage cytokine production [GO:0010936]
70,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of NF-kappaB transcription factor activity [GO:0032088]
71,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of T cell mediated immunity [GO:0002710]
72,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]
73,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of tumor necrosis factor production [GO:0032720]
74,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,negative regulation of type II interferon production [GO:0032689]
75,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,NIK/NF-kappaB signaling [GO:0038061]
76,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]
77,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,pattern recognition receptor signaling pathway [GO:0002221]
78,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,peptidyl-tyrosine phosphorylation [GO:0018108]
79,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,phagocytosis [GO:0006909]
80,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of antibacterial peptide biosynthetic process [GO:0006963]
81,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of B cell activation [GO:0050871]
82,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0006965]
83,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of cell population proliferation [GO:0008284]
84,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of cytokine production involved in immune response [GO:0002720]
85,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of cytokine production involved in inflammatory response [GO:1900017]
86,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of dendritic cell antigen processing and presentation [GO:0002606]
87,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of dendritic cell cytokine production [GO:0002732]
88,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of epithelial cell proliferation [GO:0050679]
89,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of ERK1 and ERK2 cascade [GO:0070374]
90,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]
91,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]
92,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of innate immune response [GO:0045089]
93,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-1 beta production [GO:0032731]
94,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-10 production [GO:0032733]
95,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-12 production [GO:0032735]
96,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-17 production [GO:0032740]
97,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-6 production [GO:0032755]
98,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of interleukin-8 production [GO:0032757]
99,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of JNK cascade [GO:0046330]
100,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of macrophage cytokine production [GO:0060907]
101,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of MAP kinase activity [GO:0043406]
102,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of MAPK cascade [GO:0043410]
103,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of monocyte chemotactic protein-1 production [GO:0071639]
104,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of NF-kappaB transcription factor activity [GO:0051092]
105,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of NIK/NF-kappaB signaling [GO:1901224]
106,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]
107,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of Notch signaling pathway [GO:0045747]
108,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of oxidoreductase activity [GO:0051353]
109,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]
110,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of phagocytosis [GO:0050766]
111,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]
112,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of prostaglandin-E synthase activity [GO:2000363]
113,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of prostaglandin-endoperoxide synthase activity [GO:0060585]
114,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of protein K63-linked ubiquitination [GO:1902523]
115,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of protein ubiquitination [GO:0031398]
116,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of stress-activated MAPK cascade [GO:0032874]
117,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of transcription by RNA polymerase II [GO:0045944]
118,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of tumor necrosis factor production [GO:0032760]
119,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of type 2 immune response [GO:0002830]
120,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,positive regulation of xenophagy [GO:1904417]
121,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,regulation of inflammatory response [GO:0050727]
122,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,regulation of neutrophil chemotaxis [GO:0090022]
123,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,response to exogenous dsRNA [GO:0043330]
124,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,response to lipopolysaccharide [GO:0032496]
125,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,response to muramyl dipeptide [GO:0032495]
126,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,response to nutrient [GO:0007584]
127,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08,response to peptidoglycan [GO:0032494]
